pesquisador;data/ano;pais;genero;idade;estilo
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 50 a 60 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 50 a 60 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 50 a 60 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 50 a 60 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 50 a 60 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 60 a 70 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 40 a 50 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Marcos Andrei Ota;11/11/2017;Brasil;feminino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 50 a 60 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 30 a 40 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 50 a 60 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 20 a 30 anos;
Marcos Andrei Ota;11/11/2017;Brasil;masculino;de 17 a 20 anos;
Adriana Aparecida de Lima Terçariol ;05/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol;05/04/2017;Brasil;feminino;de 50 a 60 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;09/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;09/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;11/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;14/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;16/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;16/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;16/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;17/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;18/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;21/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;22/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;22/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;22/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;22/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;23/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;24/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;24/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;24/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;24/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;26/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;26/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;26/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;26/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;26/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;28/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;28/04/2017;Brasil;feminino;de 40 a 50 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;28/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;28/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;29/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;29/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;29/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;29/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;30/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;30/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;06/05/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;07/05/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;07/05/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;07/05/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;21/05/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;24/05/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;25/05/2017;Brasil;feminino;de 40 a 50 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;25/05/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;25/05/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;02/06/2017;Brasil;feminino;de 40 a 50 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;09/06/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;11/06/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso D - Ação Concreta e Produção no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;11/06/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;07/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;07/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso D - Ação Concreta e Produção no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;08/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;08/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;10/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;11/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;13/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;15/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;16/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;17/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;18/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;21/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;22/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;22/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;22/04/2017;Brasil;masculino;de 50 a 60 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;23/04/2017;Brasil;feminino;de 50 a 60 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;23/04/2017;Brasil;feminino;de 50 a 60 anos;Estilo de Uso D - Ação Concreta e Produção no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;23/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;23/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;24/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;24/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso D - Ação Concreta e Produção no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;25/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;25/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;26/04/2017;Brasil;feminino;de 40 a 50 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;26/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;26/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso D - Ação Concreta e Produção no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;26/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;26/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;27/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;27/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;28/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;28/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;29/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;30/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;30/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;30/04/2017;Brasil;feminino;de 17 a 20 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;30/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;30/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;30/04/2017;Brasil;feminino;de 30 a 40 anos;Estilo de Uso D - Ação Concreta e Produção no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;30/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso A - Uso Participativo no Espaço Virtual
Adriana Aparecida de Lima Terçariol ;30/04/2017;Brasil;feminino;de 20 a 30 anos;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
